id,split,caption
test_03387,test,"The image shows a white bird with a long neck and yellow beak standing in shallow water. The bird has black legs and is surrounded by reeds and vegetation. There are no visible texts or labels within the image itself. The visual structure includes the bird as the main subject, with the background consisting of water and plants."
test_01644,test,"The image shows a bird perched on a branch. The bird has dark plumage with lighter markings on its chest and head. The background consists of green foliage. There are no visible texts, labels, or annotations within the image itself. The visual structure includes the bird as the main subject, with the branch serving as a perch. The background elements provide context but do not contain any textual information."
test_01350,test,"The image shows an alligator resting on a log in a wetland area. The background includes water and vegetation. There are no visible texts or labels within the image itself. The visual structure consists of a single alligator, a log, water, and surrounding vegetation."
test_01493,test,The image shows a pelican standing on sandy ground near water. The pelican has a large beak with a distinctive white patch around its eye and a dark body with lighter underparts. The background includes some greenery and a clear sky. There are no visible texts or labels within the image itself.
test_03291,test,"The image shows a white heron standing in shallow water with green vegetation in the background. The bird has a long neck, a pointed beak, and is positioned facing left. The water reflects the bird's image, creating a mirrored effect. There are no visible texts or labels within the image itself."
test_03639,test,"The image depicts a molecular structure of hydrogen sulfide (H₂S). The central atom is sulfur (S), represented by a yellow circle with a black ""S"" inside. Two hydrogen atoms (H) are bonded to the sulfur atom, each shown as a white sphere connected to the sulfur by a black line."
test_03520,test,"The image features a car driving on a road with a scenic background of trees and fields. The text at the top reads ""100 mpg highway."" Below that, it states, ""Drivers of the Vybio hybrid sedan go to the gas station an average of once every two months."" In the bottom left corner, there is a logo with the text ""Vybio hybrid sedan."" The overall color scheme includes green for the grass and trees, blue for the sky, and gray for the road."
test_00635,test,"The image shows a mounted skeleton of an animal, likely a bovine species, displayed in a museum setting. The skeleton includes all major bones, with a prominent skull featuring horns. The background consists of a light-colored wall, and the skeleton is positioned on a dark platform. There are no visible texts or labels within the image itself."
test_00786,test,"The image depicts a wetland scene with trees partially submerged in water. The trees have Spanish moss hanging from their branches, creating a lush, green canopy over the water. The water appears calm, reflecting the surrounding vegetation. There are no visible labels, text, or annotations within the image itself. The primary focus is on the natural elements of the wetland environment."
test_00560,test,"The image shows a close-up of a snake with a patterned skin. The snake's head is prominently displayed, showing its eyes and scales. The background consists of the snake's body, which is coiled and features a complex, multicolored pattern. There are no visible texts, labels, or annotations within the image itself. The visual structure includes the snake as the main subject, with its head and body forming the primary elements of the composition."
test_02539,test,"The image shows a bird perched on a wooden surface. The bird has a long neck, a pointed beak, and gray feathers with some white markings. Its legs are thin and dark-colored. The background includes greenery, suggesting a natural setting. There are no visible texts or labels within the image itself."
test_01391,test,"The image features a red air freshener device labeled ""Sanibreeze Air Freshener"" with the tagline ""Smell happy."" The background shows a field of white daisies under a blue sky. The text ""Sanibreeze Air Freshener"" appears again at the bottom left corner of the image."
test_01880,test,"The image shows a bird perched on a wooden post. The bird has a brownish-gray back, a white underside with dark spots, and a sharp, hooked beak. Its wings are spread slightly, revealing a pattern of dark and light feathers. The background consists of a blurred natural setting with greenery and earth tones. There are no visible texts or labels within the image itself."
test_01772,test,"The image shows a fossilized fish embedded in a light brown matrix. The fossil is detailed, revealing the fish's skeletal structure, including its fins, vertebrae, and tail fin. There is a small circular icon with the number ""1"" in the bottom right corner of the image."
test_01909,test,"The image shows a kangaroo standing on grass. The kangaroo has a reddish-brown coat with lighter underparts. Its tail is long and bushy, extending horizontally behind it. The kangaroo's ears are pointed and alert. The background includes some greenery and rocks, suggesting a natural habitat. There are no visible texts or labels within the image itself."
test_02681,test,"The image presents a table comparing the volume of different planets in cubic kilometers (km³) and their primary composition. The planets listed are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Each planet's volume is given in scientific notation, ranging from 6.08 x 10^10 km³ for Mercury to 1.43 x 10^15 km³ for Jupiter. The primary composition column indicates that Mercury, Venus, Earth, and Mars are rock, while Jupiter, Saturn, Uranus, and Neptune are gas or ice."
test_00514,test,"The image is a table titled ""Planet Volume (km³) Primary composition."" It lists the volume of planets in cubic kilometers and their primary composition. The planets listed are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. The volumes range from 6.08 x 10^10 km³ for Mercury to 1.43 x 10^15 km³ for Jupiter. The primary compositions are rock for Mercury, Venus, Earth, and Mars; gas for Jupiter and Saturn; and ice for Uranus and Neptune."
test_01955,test,"The image is a table titled ""Planet Volume (km³) Primary composition."" It lists the volume of planets in cubic kilometers and their primary composition. The planets listed are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. The volumes range from 6.08 x 10^10 km³ for Mercury to 1.43 x 10^15 km³ for Jupiter. The primary compositions are rock for Mercury, Venus, Earth, and Mars; gas for Jupiter and Saturn; and ice for Uranus and Neptune."
test_02090,test,"The image is a table titled ""Planet Volume (km³) Primary composition."" It lists the volume of planets in cubic kilometers and their primary composition. The planets listed are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. The volumes range from 6.08 x 10^10 km³ for Mercury to 1.43 x 10^15 km³ for Jupiter. The primary compositions are rock for Mercury, Venus, Earth, and Mars; gas for Jupiter and Saturn; and ice for Uranus and Neptune."
test_00078,test,"The image shows a large bird standing in a shallow body of water surrounded by tall grasses. The bird has a long neck, a pointed beak, and a grayish-blue plumage with darker markings. The background consists of green vegetation and water, indicating a wetland environment. There are no visible texts or labels within the image itself."
test_01791,test,"The image depicts a dense tropical forest with various types of palm trees and other lush green vegetation. The scene is rich in biodiversity, showcasing a variety of plant species thriving in a tropical environment."
test_00069,test,"The image shows a pelican standing in shallow water. The pelican has a large beak with a distinctive curve at the end, which is characteristic of its species. Its feathers appear to be a mix of white and gray, with some darker markings. The background consists of calm water, suggesting a peaceful environment. There are no visible texts or labels within the image itself."
test_00400,test,"The image shows a beaver partially submerged in water. The beaver's fur is wet and matted, and its eyes are closed. The background appears to be a snowy landscape with some ice visible. There are no visible texts or labels in the image. The visual structure includes the beaver as the main subject, with the water and snow forming the background."
test_02161,test,"The image shows a panoramic view of a mountainous landscape under a clear blue sky. The terrain is covered with dense green vegetation, including trees and shrubs. The foreground features a mix of evergreen trees and open rocky areas. In the distance, the mountains extend into the horizon, creating a vast and serene vista. There are no visible texts, labels, or annotations within the image itself."
test_02638,test,"The image shows a satellite view of a geographical area with labels pointing to specific regions. The labels include ""Juan de Fuca Plate,"" ""Cascade Range,"" and ""North American Plate."" The Juan de Fuca Plate is located to the left of the Cascade Range, while the North American Plate is positioned below the Cascade Range. The image does not contain any additional text or annotations beyond these labels. The visual structure is a map with labeled regions, and there are no charts, diagrams, or other elements present."
test_04221,test,"The image shows a hand holding a bunch of balloons. The balloons are in various colors, including red, blue, and purple. The hand is depicted with a simple, cartoon-like style. There is no visible text or additional elements in the image."
test_04128,test,"The image depicts a serene wetland scene with lush green vegetation in the background. The foreground features a body of water covered with floating plants and logs. The sky above is partly cloudy, suggesting a calm day. There are no visible texts, labels, or annotations within the image itself. The visual structure includes a mix of greenery, water, and organic debris, creating a natural habitat for various wildlife."
test_01210,test,The image shows a kangaroo standing on grass. The kangaroo has a light brown coat with darker markings around its eyes and ears. Its tail is short and bushy. The background consists of green grass and some fallen leaves. There are no visible texts or labels in the image.
test_00402,test,"The image shows a snowy owl standing in the snow. The owl has white feathers with dark spots and a yellow eye. The background is blurred, suggesting a snowy landscape. There is no visible text or labels in the image."
test_00508,test,"The image shows a black compost bin with its lid open, revealing a mixture of green leaves, brown soil, and some small white objects that appear to be eggshells. The background includes green foliage, indicating an outdoor setting. There is no visible text or labels within the image itself."
test_01471,test,"The image depicts a dense forest scene with tall trees, green foliage, and a mix of sunlight and shadow filtering through the canopy. The ground is covered with fallen leaves and patches of grass. There are no visible texts, labels, or annotations within the image itself. The visual structure includes various tree trunks, branches, and undergrowth, creating a natural woodland environment."
test_01435,test,"The image shows a molecular structure of boron trifluoride (BF₃). The central atom is labeled 'B' for boron, and there are three fluorine atoms (F) attached to it. Each fluorine atom is represented by a green circle with an 'F' inside. The bonds between the boron and fluorine atoms are depicted by black lines connecting the central atom to each fluorine atom."
test_00116,test,"The image depicts a desert landscape with sand dunes under a clear blue sky. The dunes have various shades of beige and brown, with some areas appearing lighter due to the sunlight. There are no visible texts, labels, or annotations within the image itself. The visual structure consists of natural elements like sand dunes and a sky, with no additional graphical elements or text overlays present."
test_03938,test,"The image depicts a vast grassland with rolling hills in the background under a clear blue sky. The foreground features tall green grasses swaying gently, while the mid-ground shows a mix of shorter vegetation and patches of taller grass. The distant hills have a rugged texture and appear to be composed of layered rock formations. The lighting suggests it is either early morning or late afternoon, casting long shadows across the landscape."
test_00064,test,"The image depicts a dense tropical forest with a variety of green plants and trees. The vegetation includes large leaves, ferns, and other tropical flora. The forest floor is covered with smaller plants and undergrowth. The overall scene is lush and vibrant, showcasing the biodiversity of a tropical rainforest ecosystem."
test_01608,test,"The image shows a pelican floating on water. The pelican has a long beak with a distinctive hook at the end, and its feathers appear to be a mix of white and gray. The background consists of green water, suggesting a natural habitat like a lake or river. There are no visible texts or labels within the image itself."
test_01176,test,"The image shows a small owl perched on a branch. The owl has a round head with large, dark eyes and a sharp beak. Its feathers are a mix of brown and white, with darker streaks and spots. The background consists of green foliage, indicating that the owl is in a tree. There is no visible text or additional labels in the image."
test_02803,test,"The image depicts a molecular structure of phosphorus pentachloride (PCl₅). The central atom is phosphorus (P), represented by an orange circle. Surrounding the phosphorus atom are five chlorine atoms (Cl), each represented by a green circle with a white ""Cl"" inside. The chlorine atoms are connected to the phosphorus atom by black lines, indicating covalent bonds."
test_02875,test,"The image shows a serene wetland scene with two prominent trees standing in shallow water. The trees have sparse, reddish-brown foliage, suggesting they might be cypress trees, which are often found in such environments. The water around them is calm, reflecting the sky above, and there are patches of green vegetation floating on the surface. The background includes more vegetation and a clear blue sky, indicating a peaceful, natural setting. There is no visible text or labels within the image itself."
test_00837,test,"The image shows a peregrine falcon perched on a rock. The bird has a sharp beak and is displaying its wings, which are spread out. The background appears to be a forested area with trees. There is no visible text or labels within the image itself."
test_04150,test,"The image shows a small lizard perched on a mossy surface. The lizard has a patterned back with dark spots and a lighter underside. The background appears to be a natural outdoor setting with greenery. There are no visible texts, labels, or annotations within the image itself. The visual structure includes the lizard as the main subject, with the moss providing a textured background."
test_00627,test,"The image depicts a serene mountainous landscape under a clear blue sky. The foreground features lush green vegetation, including trees and shrubs, while the background showcases rugged, snow-capped peaks. The scene is bathed in sunlight, highlighting the vibrant colors of the flora and the stark contrast between the greenery and the rocky terrain. There are no visible texts, labels, or annotations within the image itself."
test_03325,test,The image shows a soccer ball with a blue butterfly perched on one of its panels. The soccer ball has a classic black and white hexagonal pattern. The butterfly has wings that are light blue with darker blue spots near the edges. There are no visible texts or labels within the image itself.
test_00513,test,"The image shows a single orange balloon with a small, darker orange nozzle at one end. There are no visible texts, labels, or annotations within the image itself. The balloon appears to be inflated and is the sole object depicted."
test_01952,test,"The image depicts an underwater scene with various marine life forms. The foreground features a diverse array of coral structures, including branching corals and soft corals. Among these, there are large, leaf-like sea fans and other types of sponges. The background shows a clear blue water column, indicating a healthy marine environment. There are no visible texts or labels within the image itself."
test_02141,test,"The image depicts a tree with autumn leaves falling around it. The leaves are orange and red, and they are shown being blown away by the wind, which is represented by swirling lines. There are no visible texts or labels within the image itself. The visual structure includes a tree with branches and leaves, and the leaves are connected to the tree by their stems. The background consists of swirling lines representing the wind."
test_02716,test,The image shows a kangaroo standing on grass. The kangaroo has a light brown coat with darker markings around its eyes and ears. Its tail is short and bushy. The background consists of green grass and some small plants scattered around. There are no visible texts or labels within the image itself.
test_01654,test,The image shows a snowy owl sitting in the snow. The owl has white feathers with black spots and a distinctive facial disc. The background consists of a snowy landscape with some sparse vegetation visible. There are no visible texts or labels within the image itself.
test_03701,test,"The image shows a red-bellied woodpecker perched on a hanging bird feeder. The bird has a distinctive red patch on its head, a black back with white spots, and a sharp, pointed beak. The feeder contains a mix of seeds and is suspended by chains. The background is blurred, suggesting an outdoor setting. There is no visible text or labels in the image."
test_01926,test,"The image shows a bird perched on a branch. The bird has a dark brown plumage with lighter markings on its chest and underbelly. Its beak is short and pointed, and its eyes are large and dark. The background is a blurred green, suggesting a natural setting. There are no visible texts or labels within the image itself."
test_02873,test,"The image shows a bobcat standing on a fallen tree branch. The background includes some trees and a clear sky. There are no visible texts or labels within the image itself. The visual structure consists of a single bobcat, a tree branch, and a natural outdoor setting."
test_02160,test,"The image is a line graph titled ""Average temperature in New York City, New York."" The y-axis is labeled ""Temperature (°F)"" with values ranging from 0 to 100 degrees Fahrenheit. The x-axis represents months of the year, starting from January and ending in December. The graph shows a general upward trend from January to July, followed by a slight decline until December. The data points are marked with green dots connected by a green line."
test_01565,test,"The image depicts a serene wetland landscape with a mix of grassy areas and water bodies. The sky above is partly cloudy, allowing patches of sunlight to filter through. In the background, there is a larger body of water that stretches across the horizon. The foreground features some reeds and marsh vegetation, indicating a typical wetland environment. There are no visible texts, labels, or annotations within the image itself."
test_03860,test,"The image depicts a majestic mountain with snow-capped peaks surrounded by lush green forests. The foreground features dense evergreen trees, while the background showcases the towering mountain under a clear blue sky. There are no visible texts, labels, or annotations within the image itself. The visual structure includes a natural landscape with a mix of greenery and snow-covered terrain."
test_03661,test,"The image shows a ram standing in a snowy environment. The ram has large, curved horns and is facing the camera directly. The background features a wooden fence and more snow-covered ground. There are no visible texts, labels, or annotations within the image itself. The visual structure includes the ram as the main subject, with the snowy landscape providing the backdrop."
test_02026,test,"The image depicts an orange basketball with black lines, resembling the pattern of a real basketball. There is a small blue object with a tail-like feature attached to the top left side of the basketball. The tail-like feature appears to be a stylized representation of a comet or a similar celestial body. The background is plain white, which makes the basketball stand out prominently."
test_00778,test,"The image shows a close-up of a Saddle-billed Stork standing in grass. The bird has a distinctive black head with a white neck, a long red beak, and a yellow eye ring. The background consists of green grass, indicating a natural habitat. There are no visible texts or labels within the image itself."
test_00715,test,"The image shows a blue jay perched on a branch. The bird has a predominantly blue plumage with white and black markings. Its wings and tail feature intricate patterns of blue, black, and white feathers. The background is a simple, blurred natural setting, likely a forest or park environment. There are no visible texts or labels within the image itself."
test_01388,test,"The image is a table titled ""Planet Volume (km³) Primary composition."" It lists the volume of various planets in cubic kilometers and their primary composition. The planets listed are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. The volumes range from 6.08 x 10^10 km³ for Mercury to 1.43 x 10^15 km³ for Jupiter. The primary compositions are rock for Mercury, Venus, Earth, and Mars; gas for Jupiter and Saturn; and ice for Uranus and Neptune."
test_02263,test,"The image shows a heron standing on one leg with its beak open. The background is blurred greenery, suggesting a natural habitat. The heron has a long neck, a pointed beak, and a dark plumage with lighter underparts."
test_01811,test,"The image shows an orangutan hanging from a tree branch in a dense forest. The background consists of tall trees and lush green foliage. There are no visible texts or labels within the image itself. The orangutan is the main subject, and its position suggests it is in a natural habitat."
test_01666,test,"The image features a close-up of a dog's face looking through a chain-link fence. The background shows a snowy landscape. Overlaid on the image is a black banner with white and orange text that reads: ""Animals need your help. Adopt a pet from your local shelter."" The text is clear and legible, with the word ""help"" highlighted in orange. The overall composition focuses on the dog and the message about adopting pets from shelters."
test_03733,test,"The image shows an underwater scene with various marine life and coral formations. The corals are of different colors, including pink and white, and they are situated on a sandy ocean floor. There are also some rocks scattered around the area. The water appears relatively clear, allowing for a good view of the seabed and its inhabitants."
test_02317,test,"The image shows two pineapples growing among green leaves. The pineapples have a spiky texture with a mix of brown and green colors. The background consists of more green foliage, indicating a tropical environment. There are no visible labels, text, or annotations within the image itself."
test_03600,test,"The image shows a landscape with dry, shrub-like vegetation scattered across a reddish-brown soil surface. The sky above is partly cloudy, with patches of blue and white clouds. There are a few small trees in the background, and the overall scene suggests a desert or arid environment."
test_02309,test,"The image shows a close-up of a bearded dragon lizard. The lizard has a distinctive pattern of scales with a mix of orange, brown, and white colors. Its head features a prominent beard-like structure on either side, which is characteristic of the species. The scales on its head are textured and have a rough appearance. The background appears to be a sandy or desert environment, suggesting the lizard's natural habitat."
test_01678,test,"The image features a woman and a child in a kitchen setting. The woman is feeding the child with a spoon, both wearing chef hats. To the right of them, there is a white appliance with a digital display and a lid that is open. Below the image, there is text that reads ""Make every moment count."" followed by ""Moment Rice"" with a small drop symbol before and after the word ""Rice.""

The visual structure includes a kitchen background with cabinets and a countertop. The woman and child are positioned in front of the appliance. The text is placed at the bottom of the image against a brown background."
test_00921,test,"The image shows a close-up of a newt in its natural habitat. The newt is perched on a rock surrounded by green aquatic plants. The background includes more greenery, suggesting a pond or stream environment. There are no visible texts or labels within the image itself. The visual structure consists of a single organism (the newt) interacting with its environment, which includes rocks and aquatic plants."
test_00906,test,"The image shows a lioness resting on a rock in a savanna landscape. The background features dry grasslands extending into the distance under a partly cloudy sky. There are no visible texts, labels, or annotations within the image itself. The visual structure includes the lioness, the rock she is lying on, and the expansive savanna environment surrounding her."
test_02570,test,"The image shows a fossil of an arachnid embedded in rock. The fossil is dark in color, contrasting with the lighter background of the rock. There is a small circular icon labeled ""①"" in the bottom right corner of the image."
test_00088,test,"The image features a person holding another person's head, with the text on the right side reading:

""WHEN YOUR CHILD IS SICK, NOTHING ELSE MATTERS.
Rorlex Children's Cold and Flu can help.""

The background is divided into two sections: the left side shows a person holding another person's head, while the right side is green with white text. The person being held appears to be resting their head on the other person's shoulder."
test_00590,test,The image shows a bird perched on a mound of earth. The bird has a brown and white plumage with a yellow beak and feet. The background consists of a clear sky and some sparse vegetation. There are no visible texts or labels within the image itself.
test_02519,test,"The image shows a side view of a cat walking on a narrow ledge. The cat has a light brown coat with darker stripes, and its tail is slightly raised. The background is completely black, which makes the cat stand out prominently. There are no visible texts, labels, or annotations within the image itself. The focus is entirely on the cat and its immediate surroundings."
test_02105,test,"The image depicts a desert landscape with various cacti and other succulent plants. The sky is clear with a few scattered clouds, indicating a sunny day. The terrain is flat with some small hills in the background. The vegetation includes large saguaro cacti, smaller prickly pear cacti, and other desert plants. The colors are primarily earthy tones of brown, green, and yellow, reflecting the arid environment. There are no visible texts or labels within the image itself."
test_02553,test,"The image depicts a desert landscape with various cacti and other succulent plants. The sky is clear with a few scattered clouds, indicating a sunny day. The terrain is flat with some small hills in the background. The vegetation includes large saguaro cacti, smaller prickly pear cacti, and other desert plants. The colors are primarily earthy tones of brown, green, and yellow, reflecting the arid environment. There are no visible texts or labels within the image itself."
test_01294,test,"The image depicts a trombone, which is a brass musical instrument. The trombone has a long slide that can be extended or retracted by sliding a ring along its length. The bell of the trombone is wide and flared, and there are two valves near the mouthpiece. The image is a simple illustration with no additional text or labels."
test_03588,test,"The image shows a side mirror of a vehicle covered in snow. The mirror reflects a snowy landscape, with some ice and water droplets visible on its surface. The surrounding area is also covered in snow, indicating a cold, wintry environment."
test_02715,test,"The image is a map titled ""European Claims in North America, 1660-1700."" It shows the distribution of European settlements across North America during that period. The map includes labels for various Native American tribes such as Huron Mohawk, Oneida, Pequot, Abenaki, Kennebec, Ottawa, Iroquois, Delaware, Catawba, Yamasee, Lower Cherokee, Middle Cherokee, Upper Cherokee, Nacozie, and Creek. The map also indicates the Atlantic Ocean. The legend distinguishes between Dutch settlement (orange), English settlement (green), French settlement (purple), and Spanish settlement (pink). The map uses color coding to represent different European claims. The compass at the bottom right indicates cardinal directions."
test_02811,test,"The image shows a close-up of a person's mouth inflating a pink balloon. The balloon is transparent with a light purple hue inside, and there is a small, white, circular reflection at the top center of the balloon. The background is a solid light blue color. There are no visible labels, text, or annotations within the image itself."
test_00588,test,"The image depicts a forest scene during autumn. The trees have leaves that are turning shades of orange, yellow, and brown, indicating the fall season. The ground is covered with fallen leaves, and the overall atmosphere suggests a serene, natural setting. There is no visible text or labels within the image itself."
test_03735,test,"The image presents a table comparing the volume of different planets in cubic kilometers (km³) and their primary composition. The planets listed are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Each planet's volume is given in scientific notation, ranging from 6.08 x 10^10 km³ for Mercury to 1.43 x 10^15 km³ for Jupiter. The primary composition column indicates that Mercury, Venus, Earth, and Mars are rock, while Jupiter, Saturn, Uranus, and Neptune are gas or ice."
test_02056,test,"The image is a table titled ""Planet Volume (km³) Primary composition."" It lists the volume of planets in cubic kilometers and their primary composition. The planets listed are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. The volumes range from 6.08 x 10^10 km³ for Mercury to 1.43 x 10^15 km³ for Jupiter. The primary compositions are rock for Mercury, Venus, Earth, and Mars; gas for Jupiter and Saturn; and ice for Uranus and Neptune."
test_03041,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Each jar contains green particles with wavy lines around them, indicating motion. The mass of each particle in both samples is 28 u. Sample A has an average particle speed of 1,800 m/s, while Sample B has an average particle speed of 1,900 m/s."
test_01348,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains green particles with a mass of each particle being 46 u and an average particle speed of 880 m/s. Sample B contains blue particles with a mass of each particle being 40 u and an average particle speed of 680 m/s. The jars have a gray lid and a white base. The particles are depicted as spheres with wavy lines indicating motion."
test_00253,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Each jar contains particles of different colors and sizes. The particles in Sample A are blue and smaller, while those in Sample B are green and larger. The mass of each particle in Sample A is 26 u, and in Sample B, it is 28 u. The average particle speed for both samples is 1,800 m/s."
test_01799,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Each jar contains particles of different colors and sizes. The particles in Sample A are green and larger, while those in Sample B are blue and smaller. The mass of each particle in Sample A is 28 u, and in Sample B, it is 16 u. The average particle speed for both samples is 1,600 m/s."
test_01595,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains particles with a mass of 32 u each, while Sample B contains particles with a mass of 40 u each. Both samples have an average particle speed of 1,000 m/s. The particles in both samples are depicted with small circles and lines indicating motion. The jars are identical in shape and size, but the particles inside them differ in mass."
test_01264,test,"The image shows a close-up of a bearded dragon lizard. The lizard has a distinctive pattern of scales with a mix of orange, brown, and white colors. Its head features a prominent beard-like structure on either side, which is characteristic of the species. The scales on its head are textured and have a rough appearance. The background appears to be a sandy or desert environment, suggesting the lizard's natural habitat."
test_03132,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains green particles with a mass of each particle being 46 u and an average particle speed of 1,300 m/s. Sample B contains blue particles with a mass of each particle being 26 u and an average particle speed of 1,200 m/s. The jars are identical in shape and size but contain different colored particles representing different samples."
test_00236,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains particles with a mass of 17 u each, and the average particle speed is 1,100 m/s. Sample B contains particles with a mass of 36 u each, and the average particle speed is 1,300 m/s. The particles in both samples are depicted as small spheres with wavy lines around them, indicating motion."
test_01431,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Each jar contains particles of different colors representing two different samples. The particles in Sample A are green, while those in Sample B are blue. The mass of each particle in Sample A is 32 u, and in Sample B, it is 30 u. The average particle speed for both samples is 1,000 m/s. The jars have a gray lid at the top."
test_01820,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Each jar contains particles of different masses and colors. Sample A has blue particles with a mass of 32 u and an average particle speed of 1,400 m/s. Sample B has green particles with a mass of 46 u and an average particle speed of 1,400 m/s. The jars are identical in shape and size, but the particles inside them differ in mass and color."
test_03044,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Each jar contains particles of different masses and colors. Sample A has blue particles with a mass of 16 u each, while Sample B has green particles with a mass of 36 u each. The average particle speed for both samples is 1,200 m/s. The jars are identical in shape and size, but the particles inside them differ in mass and color."
test_01859,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Each jar contains particles of different colors and sizes. The particles in Sample A are green and have a mass of 34 u with an average particle speed of 1,700 m/s. The particles in Sample B are blue and have a mass of 26 u with the same average particle speed of 1,700 m/s. The jars appear to be identical in size and shape, and the particles within each jar are evenly distributed."
test_02575,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Each jar contains particles of different masses. Sample A has particles with a mass of 17 u, while Sample B has particles with a mass of 28 u. The average particle speed for both samples is 1,500 m/s. The particles are depicted as small spheres with wavy lines around them, indicating motion."
test_02321,test,"The image depicts a mountainous landscape with rocky terrain and sparse vegetation. The mountains in the background have snow-capped peaks under a clear blue sky. The foreground shows a mix of rocks and patches of grass, indicating a high-altitude environment. There are no visible texts, labels, or annotations within the image itself."
test_04109,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains particles with a mass of 17 u each, and Sample B contains particles with a mass of 32 u each. The average particle speed for both samples is given as 1,000 m/s for Sample A and 1,200 m/s for Sample B. The particles are depicted as small spheres within the jars, with arrows indicating their motion."
test_03910,test,"The image shows a white bird with a long, slender beak standing in a grassy area. The bird has a predominantly white plumage with some black markings near its eyes and around its beak. The background consists of green grasses, suggesting a natural habitat such as a wetland or marsh. There are no visible texts, labels, or annotations within the image itself. The focus is entirely on the bird and its immediate surroundings."
test_02438,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains blue particles with a mass of each particle being 28 u and an average particle speed of 340 m/s. Sample B contains green particles with a mass of each particle being 46 u and an average particle speed of 350 m/s. The jars are filled with particles that appear to be moving randomly, indicated by small lines around them."
test_03853,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Each jar contains particles of different colors and sizes. The particles in Sample A are blue and smaller, while those in Sample B are green and larger. The mass of each particle in Sample A is 30 u, and in Sample B, it is 46 u. The average particle speed for both samples is 1,500 m/s."
test_00155,test,"The image depicts an underwater ecosystem with various marine organisms and their interactions. The labels include ""phytoplankton,"" ""zooplankton,"" ""plainfin midshipman,"" ""bat star,"" ""sea cucumber,"" ""kelp bass,"" and ""kelp."" Arrows indicate the flow of energy or nutrients between these organisms. Phytoplankton are shown at the bottom left, leading to zooplankton, which then connect to plainfin midshipman. Kelp bass and bat star are shown consuming kelp, while sea cucumbers are also present. The background includes seaweed and other underwater vegetation."
test_01596,test,"The image depicts an underwater ecosystem with various marine organisms and their interactions. The labels include ""phytoplankton,"" ""zooplankton,"" ""plainfin midshipman,"" ""bat star,"" ""sea cucumber,"" ""kelp bass,"" and ""kelp."" Arrows indicate the flow of energy or nutrients between these organisms. Phytoplankton are shown at the bottom left, leading to zooplankton, which then connect to plainfin midshipman. Kelp bass and bat star are shown consuming kelp, while sea cucumbers are also present. The background includes seaweed and other underwater vegetation."
test_01960,test,"The image depicts an underwater ecosystem with various marine organisms and their interactions. The labels include ""phytoplankton,"" ""zooplankton,"" ""plainfin midshipman,"" ""bat star,"" ""sea cucumber,"" ""kelp bass,"" and ""kelp."" Arrows indicate the flow of energy or nutrients between these organisms. Phytoplankton are shown at the bottom left, leading to zooplankton, which then connect to plainfin midshipman. Kelp bass and bat star are shown consuming kelp, while sea cucumbers are also present. The background includes seaweed and other underwater vegetation."
test_04055,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains particles with a mass of 16 u each, while Sample B contains particles with a mass of 20 u each. Both samples have an average particle speed of 1,200 m/s. The particles in both samples are depicted with small circles and wavy lines indicating motion."
test_02768,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains green particles with a mass of each particle being 30 u and an average particle speed of 1,900 m/s. Sample B contains blue particles with a mass of each particle being 28 u and an average particle speed of 1,800 m/s. The jars have a gray lid at the top."
test_03550,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains particles with a mass of 28 u each, while Sample B contains particles with a mass of 32 u each. The average particle speed for Sample A is 1,100 m/s, and for Sample B, it is 1,300 m/s. The particles in both samples are depicted as small spheres with wavy lines around them, indicating motion."
test_01487,test,"The image shows two jars labeled ""Sample A"" and ""Sample B."" Sample A contains particles with a mass of 36 u each, while Sample B contains particles with a mass of 17 u each. The average particle speed for both samples is given as 1,600 m/s for Sample A and 1,400 m/s for Sample B. The particles in both samples are depicted as green and blue spheres with wavy lines indicating motion."
